,SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,COMMITMENT AMOUNT,Unnamed: 0,Unnamed: 1
4,3914.0,PRAJA HITAM,TELUGU,DAILY(M),HYDERABAD,"12,605","30,043","7,796"
5,3915.0,PRAJA PORATAM,TELUGU,DAILY(M),HYDERABAD,0,"23,673","6,143"
6,3916.0,PRAJA SAHAYATA,HINDI,DAILY(M),HYDERABAD,"13,897","23,673","6,143"
7,3917.0,PRAJA VAKKU,TELUGU,DAILY(M),HYDERABAD,0,0,"6,143"
8,3918.0,PRAJADARBAR,TELUGU,DAILY(M),HYDERABAD,"59,579","250,315","21,041"
9,3919.0,PRAKRUTHI NESTHAM,TELUGU,MONTHLY,HYDERABAD,0,"5,327","4,756"
10,3920.0,PRATAHKAALAM,TELUGU,DAILY(M),HYDERABAD,0,"87,875","23,388"
11,3921.0,PRESS MEDIA,ENGLISH,DAILY(M),HYDERABAD,"12,255","75,046","13,104"
12,3922.0,RAYALASEEMA EXPRESS,ENGLISH,DAILY(M),HYDERABAD,"220,660","395,959","132,960"
13,3923.0,RAYALASEEMA SAMAYAM,TELUGU,DAILY(M),HYDERABAD,"80,420","138,451","77,404"
14,3924.0,RAYALASEEMA SAMAYAM,TELUGU,MONTHLY,HYDERABAD,"43,876","28,655","30,338"
15,3925.0,REHNUMA-E-DECCAN,URDU,DAILY(M),HYDERABAD,"962,252","637,040","174,570"
16,3926.0,RELIABLE NEWS,ENGLISH,DAILY(M),HYDERABAD,0,0,"6,143"
17,3927.0,RITU NESTHAM,TELUGU,MONTHLY,HYDERABAD,0,"6,864","8,579"
18,3928.0,RIYAZ TIMES,ENGLISH,DAILY(M),HYDERABAD,0,"41,968","7,796"
19,3929.0,RIYAZ TIMES,URDU,DAILY(M),HYDERABAD,0,"45,635","23,694"
20,3930.0,ROZNAMA RASHTRIYA SAHARA,URDU,DAILY(M),HYDERABAD,"42,592","17,226","27,021"
21,3931.0,SADA-E-HUSSAINI,URDU,DAILY EXCEPTSUNDAY,HYDERABAD,0,"219,287","117,336"
22,3932.0,SAHITHI KIRANAM,TELUGU,MONTHLY,HYDERABAD,0,"10,422","8,579"
23,3933.0,SAKSHI,TELUGU,DAILY(M),HYDERABAD,"30,844,607","19,657,320","9,069,289"
24,3934.0,SIYANAT-E-JAMHOOR,URDU,DAILY(M),HYDERABAD,"69,225","82,916","53,271"
25,3935.0,SIYASAT,URDU,DAILY(M),HYDERABAD,"2,677,303","929,154","339,006"
26,3936.0,SKYLINE,ENGLISH,DAILY(M),HYDERABAD,"94,620","35,837","4,541"
27,3937.0,SPIRIT OF WORLD,ENGLISH,DAILY(M),HYDERABAD,"16,027","77,760","23,560"
28,3938.0,SREE PEETHAM,TELUGU,MONTHLY,HYDERABAD,0,"12,506","6,514"
29,3939.0,STANDARD POST,ENGLISH,DAILY(M),HYDERABAD,"159,025","42,648","7,796"
30,3940.0,SWATANTRA VAARTHA,HINDI,DAILY(M),HYDERABAD,"385,595","292,222",0
31,3941.0,TAKEED (ENGLISH DAILY),ENGLISH,DAILY(E),HYDERABAD,0,"26,563","6,143"
32,3942.0,TEL.J.D.PATRIKA VAARTHA,TELUGU,DAILY(M),HYDERABAD,"4,248,505","5,577,953","1,521,851"
33,3943.0,TELANGANAKEKA,TELUGU,DAILY(M),HYDERABAD,"295,956","174,367","18,791"
34,3944.0,TELUGU BAVUTA,TELUGU,DAILY(M),HYDERABAD,"152,147","219,305","14,950"
35,3945.0,TELUGU PRABHA,TELUGU,DAILY(M),HYDERABAD,"317,161","78,786","6,143"
36,3946.0,THE DEMOCRATIC NEWS,ENGLISH,DAILY(M),HYDERABAD,"345,003","34,509","6,143"
37,3947.0,THE ECONOMIC TIMES,ENGLISH,DAILY(M),HYDERABAD,"2,169,931","685,009","234,482"
38,3948.0,THE FINANCIAL EXPRESS,ENGLISH,DAILY(M),HYDERABAD,"1,483,362","356,431","210,352"
39,3949.0,THE FOURTH VOICE,ENGLISH,DAILY(M),HYDERABAD,"65,974","129,357","30,058"
40,3950.0,THE FREEDOM NATIONS,ENGLISH,DAILY(M),HYDERABAD,"114,789","31,619","8,071"
41,3951.0,THE HANS INDIA,ENGLISH,DAILY(M),HYDERABAD,"741,060","1,923,780","404,726"
42,3952.0,THE HINDU,ENGLISH,DAILY(M),HYDERABAD,"9,124,087","6,865,014","478,263"
43,3953.0,THE HINDU BUSINESS LINE,ENGLISH,DAILY EXCEPTSUNDAY,HYDERABAD,"1,383,369","230,875",0
44,3954.0,THE INDIAN MAIL,ENGLISH,DAILY(M),HYDERABAD,0,"29,696","7,796"
45,3955.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),HYDERABAD,"726,071","628,579","572,028"
46,3956.0,THE SOUTH VISION,ENGLISH,DAILY(M),HYDERABAD,0,"23,673","6,143"
47,3957.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),HYDERABAD,"7,127,510","8,111,201","2,341,089"
48,3958.0,THE VOICE OF HYDERABAD,URDU,DAILY(M),HYDERABAD,"313,609","42,879","13,529"
49,3959.0,TODAY FREEDOM,ENGLISH,DAILY(M),HYDERABAD,0,"23,673",0
50,3960.0,TRUST NEWS,ENGLISH,DAILY(M),HYDERABAD,"538,192","173,885","9,413"
51,3961.0,TULWAY SAHIR,URDU,DAILY(M),HYDERABAD,"243,396","76,476","76,315"
52,3962.0,UDAYA BHARATAM,TELUGU,DAILY(M),HYDERABAD,"203,334","186,173","102,598"
53,3963.0,VAARTHA REKHA,TELUGU,DAILY(M),HYDERABAD,"281,500","105,749","24,588"
54,3964.0,VASTAVA PRATIROOPAMADDAM S.T.D.,TELUGU,DAILY EXCEPTSUNDAY,HYDERABAD,0,0,"6,143"
55,3965.0,VEEKSHANAM,TELUGU,MONTHLY,HYDERABAD,"20,053","6,864",0
56,3966.0,VIEWS OBSERVER,ENGLISH,DAILY(M),HYDERABAD,"67,998",0,"9,413"
57,3967.0,VIJAYA DUNDHUBHI,TELUGU,DAILY(M),HYDERABAD,"27,452","31,379","6,143"
58,3968.0,VIJAYABHANU,TELUGU,DAILY(M),HYDERABAD,"58,193","156,896","4,541"
59,3969.0,VIKALANGULA PILUPU,TELUGU,MONTHLY,HYDERABAD,0,"5,433",0
60,3970.0,VIQAR-E-DECCAN,URDU,DAILY(M),HYDERABAD,"648,335","62,652","51,882"
0,3972.0,VOICE OF AMBEDKAR,TELUGU,DAILY EXCEPTSUNDAY,HYDERABAD,0,"20,783",0
1,3973.0,VOODAYAM,TELUGU,DAILY EXCEPTSUNDAY,HYDERABAD,"29,230","85,036","7,796"
2,3974.0,VYEVASTHA,TELUGU,DAILY(M),HYDERABAD,"386,336","116,215","28,322"
3,3975.0,WORLD VICE,URDU,DAILY(M),HYDERABAD,"69,569","23,673","18,670"
4,3976.0,ANDHRA BHOOMI,TELUGU,DAILY(M),KARIMNAGAR,"70,051","93,866","29,754"
5,3977.0,ANDHRA JYOTHI,TELUGU,DAILY(M),KARIMNAGAR,"668,958","600,553","295,851"
6,3978.0,ANDHRA PRABHA,TELUGU,DAILY(M),KARIMNAGAR,0,0,"24,548"
7,3979.0,CHAKIREVU,TELUGU,DAILY(M),KARIMNAGAR,"95,034","63,805","47,564"
8,3980.0,CHATIMPU,TELUGU,DAILY(M),KARIMNAGAR,"40,902","62,748","18,429"
9,3981.0,CHURAKALU,TELUGU,DAILY(E),KARIMNAGAR,0,"20,783",0
10,3982.0,DECCAN CHRONICLE,ENGLISH,DAILY(M),KARIMNAGAR,"49,647","642,738","339,993"
11,3983.0,DECCAN VISION,ENGLISH,DAILY EXCEPTSUNDAY,KARIMNAGAR,"708,642","85,567","43,397"
12,3984.0,MANA TELANGANA,TELUGU,DAILY(M),KARIMNAGAR,"223,061","205,403","32,210"
13,3985.0,NAMASTE TELANGANA,TELUGU,DAILY(M),KARIMNAGAR,"344,565","650,486","237,323"
14,3986.0,NAVATELANGANA SAMAGRATELUGU DINA PATRIKA,TELUGU,DAILY(M),KARIMNAGAR,0,"154,658","127,615"
15,3987.0,NEWSBOOM,ENGLISH,DAILY(M),KARIMNAGAR,"424,194","225,231","56,894"
16,3988.0,PALAMOOR TIMES,TELUGU,DAILY(M),KARIMNAGAR,"112,590","69,770","7,796"
17,3989.0,PRAJA KRANTHI,TELUGU,DAILY(M),KARIMNAGAR,"105,032","31,143","7,796"
18,3990.0,SAKSHI,TELUGU,DAILY(M),KARIMNAGAR,"1,005,342","775,205","359,703"
19,3991.0,TEL.J.D.PATRIKA VAARTHA,TELUGU,DAILY(M),KARIMNAGAR,"380,281","736,487","186,523"
20,3992.0,TELANGANA NEWS,ENGLISH,DAILY EXCEPTSUNDAY,KARIMNAGAR,"432,655","570,693","18,641"
21,3993.0,TELANGANAESSENCE,ENGLISH,DAILY(M),KARIMNAGAR,"7,946","31,619","18,565"
22,3994.0,UDAYA BHARATAM,TELUGU,DAILY(M),KARIMNAGAR,"637,051","471,960","136,949"
23,3995.0,VAARTHA BHOOMI,TELUGU,DAILY EXCEPTSUNDAY,KARIMNAGAR,"155,001","183,067","18,565"
24,3996.0,VIJAYABHANU,TELUGU,DAILY(M),KARIMNAGAR,"4,678",0,0
25,3997.0,VISALAANDHRA (VIJAYAWADA),TELUGU,DAILY(E),KARIMNAGAR,"31,743","91,972",0
26,3998.0,ANDHRA JYOTHI,TELUGU,DAILY(M),KHAMMAM,"151,827","425,427","109,515"
27,3999.0,MANA TELANGANA,TELUGU,DAILY(M),KHAMMAM,"349,219","146,939","132,994"
28,4000.0,NAMASTE TELANGANA,TELUGU,DAILY(M),KHAMMAM,"169,199","414,417","64,692"
29,4001.0,NAVATELANGANA SAMAGRATELUGU DINA PATRIKA,TELUGU,DAILY(M),KHAMMAM,"31,008","293,816","295,295"
30,4002.0,SAKSHI,TELUGU,DAILY(M),KHAMMAM,"430,565","457,107","92,207"
31,4003.0,TEL.J.D.PATRIKA VAARTHA,TELUGU,DAILY(M),KHAMMAM,"332,698","323,421","81,868"
32,4004.0,TELANGANA NEWS,ENGLISH,DAILY EXCEPTSUNDAY,KHAMMAM,"182,149","209,374","23,388"
33,4005.0,THE HANS INDIA,ENGLISH,DAILY(M),KHAMMAM,0,"144,636","32,699"
34,4006.0,AKSHARA YUDDHAM,TELUGU,DAILY(M),MAHBUBNAGAR,"358,395","272,275","50,407"
35,4007.0,AKSHRA NETRAM,TELUGU,FORTNIGHTLY,MAHBUBNAGAR,0,"10,348","6,467"
36,4008.0,ANDHRA JYOTHI,TELUGU,DAILY(M),MAHBUBNAGAR,"123,828","347,311","132,130"
37,4009.0,KRISHNA GODAVARI NEWS,ENGLISH,DAILY(M),MAHBUBNAGAR,"53,045","270,921","259,968"
38,4010.0,MADHURA SMRUTHULU,TELUGU,MONTHLY,MAHBUBNAGAR,0,"18,213","9,616"
39,4011.0,MANA TELANGANA,TELUGU,DAILY(M),MAHBUBNAGAR,"290,741","116,472","26,554"
40,4012.0,NAMASTE TELANGANA,TELUGU,DAILY(M),MAHBUBNAGAR,"61,086","352,050","77,126"
41,4013.0,PALAMOOR TIMES,TELUGU,DAILY(M),MAHBUBNAGAR,"388,446","281,563","9,413"
42,4014.0,RAJANNA RAJYAM,TELUGU,DAILY(M),MAHBUBNAGAR,"7,530","114,361","14,396"
43,4015.0,SAKSHI,TELUGU,DAILY(M),MAHBUBNAGAR,"635,978","569,412","138,461"
44,4016.0,SATYA VARTHA,TELUGU,DAILY(M),MAHBUBNAGAR,"4,678","23,673","4,541"
45,4017.0,TEL.J.D.PATRIKA VAARTHA,TELUGU,DAILY(M),MAHBUBNAGAR,"229,497","229,601","58,126"
46,4018.0,TELANGANASULTAN,TELUGU,DAILY(M),MAHBUBNAGAR,"1,051,985","197,066","56,477"
47,4019.0,VARTHA VEDIKA,TELUGU,DAILY(M),MAHBUBNAGAR,0,"6,143","6,143"
48,4020.0,VEKUVA SAMAYAM,TELUGU,DAILY EXCEPTSUNDAY,MAHBUBNAGAR,"12,224","26,376","66,496"
49,4021.0,YUVA SHAKTI,TELUGU,DAILY EXCEPTSUNDAY,MAHBUBNAGAR,"279,736","427,812","80,656"
50,4022.0,PRAJA SANDHESHALU,TELUGU,DAILY(M),MEDAK,"203,749","201,368","47,757"
0,4024.0,AKSHITHA,TELUGU,DAILY(M),NALGONDA,0,"16,079","48,919"
1,4025.0,ANDHRA JYOTHI,TELUGU,DAILY(M),NALGONDA,"319,398","506,139","134,559"
2,4026.0,IPPUDU,TELUGU,DAILY(M),NALGONDA,"37,954","33,127","8,993"
3,4027.0,MANA TELANGANA,TELUGU,DAILY(M),NALGONDA,"244,218","72,196","59,045"
4,4028.0,NAMASTE TELANGANA,TELUGU,DAILY(M),NALGONDA,"115,491","457,762","97,878"
5,4029.0,PRAJAPORATAM,TELUGU,DAILY(M),NALGONDA,"276,891","309,203","121,528"
6,4030.0,PRAJAVAKKU,TELUGU,DAILY(M),NALGONDA,0,0,"6,143"
7,4031.0,SAKSHI,TELUGU,DAILY(M),NALGONDA,"916,114","657,893","233,467"
8,4032.0,TEL.J.D.PATRIKA VAARTHA,TELUGU,DAILY(M),NALGONDA,"109,074","292,820","58,804"
9,4033.0,VEKUVA SAMAYAM,TELUGU,DAILY EXCEPTSUNDAY,NALGONDA,"10,010","19,950","16,294"
10,4034.0,VOICE OF NALGONDA,ENGLISH,DAILY(M),NALGONDA,0,"384,510","76,147"
11,4035.0,ANDHRA JYOTHI,TELUGU,DAILY(M),NIZAMABAD,"197,246","369,772","135,887"
12,4036.0,ANDHRA PRABHA,TELUGU,DAILY(M),NIZAMABAD,0,"47,879","61,962"
13,4037.0,NAMASTE TELANGANA,TELUGU,DAILY(M),NIZAMABAD,"342,784","599,280","100,217"
14,4038.0,PODDU,TELUGU,DAILY(M),NIZAMABAD,"31,111","23,673","8,853"
15,4039.0,SAKSHI,TELUGU,DAILY(M),NIZAMABAD,"579,158","427,483","160,606"
16,4040.0,SWATANTRA VAARTHA,HINDI,DAILY(M),NIZAMABAD,"345,569","175,239","54,671"
17,4041.0,TAKEED,ENGLISH,DAILY(M),NIZAMABAD,"83,868","212,806","30,851"
18,4042.0,TEL.J.D.PATRIKA VAARTHA,TELUGU,DAILY(M),NIZAMABAD,"46,733","469,509","125,977"
19,4043.0,YUDDHABHOOMI,TELUGU,DAILY(M),RANAGAREDDY,"255,015","460,798","166,258"
20,4044.0,AADAB HYDERABAD,TELUGU,DAILY(M),RANGAREDDY,0,"16,524","43,305"
21,4045.0,ANTHIMATEERPU,TELUGU,DAILY(M),RANGAREDDY,0,"23,673","4,541"
22,4046.0,BAHUJAN SHAKTHI,TELUGU,DAILY(M),RANGAREDDY,"61,607","30,303","6,143"
23,4047.0,KURNI BANDHAVI,ENGLISH,MONTHLY,RANGAREDDY,0,"10,243",0
24,4048.0,LOCAL GUIDE,TELUGU,DAILY(M),RANGAREDDY,0,"18,857",0
25,4049.0,NAYANAM,TELUGU,MONTHLY,RANGAREDDY,0,"8,572",0
26,4050.0,NEETI PRAJALA C.KOSAMVAARTHA TODAY,TELUGU,DAILY(M),RANGAREDDY,0,"28,512",0
27,4051.0,NETHAJI,TELUGU,DAILY(E),RANGAREDDY,"141,572","59,431","30,474"
28,4052.0,NIRBHAYA VAARTHA,TELUGU,DAILY(M),RANGAREDDY,"37,217","124,362","108,533"
29,4053.0,PRAJA JYOTHI,TELUGU,DAILY(M),RANGAREDDY,0,"6,143","9,757"
30,4054.0,PRAJA PATHAM EEDANAM,TELUGU,DAILY(M),RANGAREDDY,"7,341","19,632","4,541"
31,4055.0,PRAJA SANDESHALU,TELUGU,DAILY(M),RANGAREDDY,"112,395","188,329","9,413"
32,4056.0,TELANGANA VAARTHA,TELUGU,WEEKLY,RANGAREDDY,0,"7,786",0
33,4057.0,TELLANGANA SULTHAN,TELUGU,DAILY(M),RANGAREDDY,"441,444","212,286","50,088"
34,4058.0,THE NEWS YOU LIKE,ENGLISH,MONTHLY,RANGAREDDY,0,"11,358",0
35,4059.0,VEEDA,TELUGU,DAILY(M),RANGAREDDY,"112,147","93,542",0
36,4060.0,VIDYA SOPANAM,TELUGU,MONTHLY,RANGAREDDY,0,"8,572",0
37,4061.0,NESTHAM,TELUGU,DAILY(M),SANGAREDDY,"253,523","223,110","48,588"
38,4062.0,ANDHRA BHOOMI SACHITRAMASA PATRIKA,TELUGU,MONTHLY,SECUNDERABAD,0,"10,243",0
39,4063.0,ANDHRA BHOOMI SACHITRAVARA PATRIKA,TELUGU,WEEKLY,SECUNDERABAD,0,"28,835","6,190"
40,4064.0,BEST NEWS,TELUGU,DAILY(M),SECUNDERABAD,"223,553","382,139","39,152"
41,4065.0,SIDDIPET MIRROR,TELUGU,DAILY(M),SIDDIPET,"222,099","215,884","91,094"
42,4066.0,ANDHRA PRABHA,TELUGU,DAILY(M),SURYAPET,"989,955","1,217,560","290,956"
43,4067.0,ANDHRA JYOTHI,TELUGU,DAILY(M),WARANGAL,"1,079,509","1,306,005","361,180"
44,4068.0,CITY TIMES,TELUGU,DAILY(E),WARANGAL,"9,460","68,082","6,143"
45,4069.0,HARITHA VANI,TELUGU,DAILY(M),WARANGAL,"860,102","529,236","542,529"
46,4070.0,MANA TELANGANA,TELUGU,DAILY(M),WARANGAL,"350,786","153,529","40,567"
47,4071.0,NAMASTE TELANGANA,TELUGU,DAILY(M),WARANGAL,"522,403","731,920","124,918"
48,4072.0,NEWSLINE FROM THE HEARTOFTELANGANA,ENGLISH,DAILY(M),WARANGAL,"22,296","17,496","4,541"
49,4073.0,SAKSHI,TELUGU,DAILY(M),WARANGAL,"1,488,300","1,085,022","282,866"
50,4074.0,TEL.J.D.PATRIKA VAARTHA,TELUGU,DAILY(M),WARANGAL,"624,527","611,849","286,552"
51,4075.0,THE HANS INDIA,ENGLISH,DAILY(M),WARANGAL,"621,965","402,521","145,096"
52,4076.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),WARANGAL,"32,847","211,517","125,849"
53,4077.0,VIJAYABHANU,TELUGU,DAILY(M),WARANGAL,"17,017",0,0
54,4078.0,WARANGAL VANI,TELUGU,DAILY(M),WARANGAL,"73,363","29,047","6,143"
55,4079.0,AJKER FARIAD,BENGALI,DAILY(M),AGARTALA,0,"497,188","123,687"
56,4080.0,ARYAN AGE,ENGLISH,DAILY(M),AGARTALA,"1,545,656","1,353,749","467,534"
57,4081.0,BANGLA MORCHA,HINDI,DAILY(M),AGARTALA,"855,358","868,253","217,074"
58,4082.0,BARTAMAN TRIPURA,BENGALI,DAILY(M),AGARTALA,"66,943","134,519","86,923"
0,4084.0,DAINIK GANADOOT,BENGALI,DAILY(M),AGARTALA,"2,552,303","3,222,996","1,426,699"
1,4085.0,DAINIK SAMBAD,BENGALI,DAILY(M),AGARTALA,"9,300,882","7,013,572","3,287,370"
2,4086.0,HACHUKNI KOK,KOK BOROK,DAILY(M),AGARTALA,"16,851","116,889",0
3,4087.0,JAGARAN,BENGALI,DAILY(M),AGARTALA,"1,539,150","1,138,509","337,871"
4,4088.0,MANUSH,BENGALI,DAILY(M),AGARTALA,"1,106,549","841,378","303,572"
5,4089.0,NABA PANJI,BENGALI,WEEKLY,AGARTALA,"7,710","7,786",0
6,4090.0,PRAGATI SAMBAD,BENGALI,DAILY(M),AGARTALA,"670,780","581,522","108,738"
7,4091.0,PRATIBADI KALAM,BENGALI,DAILY(M),AGARTALA,"183,388",0,0
8,4092.0,SYANDAN PATRIKA,BENGALI,DAILY(M),AGARTALA,"4,546,313","3,115,213","853,901"
9,4093.0,TRIPURA DARPAN,BENGALI,DAILY(M),AGARTALA,"931,810","582,797","153,274"
10,4094.0,TRIPURA OBSERVER,ENGLISH,DAILY(M),AGARTALA,"186,219","1,250,788","72,882"
11,4095.0,TRIPURA SUNDARI,BENGALI,DAILY(E),AGARTALA,"230,688","292,504","5,421"
12,4096.0,TRIPURA TIMES,ENGLISH,DAILY(M),AGARTALA,"727,670","2,842,633","1,566,876"
13,4097.0,TRIPURARI,BENGALI,FORTNIGHTLY,AGARTALA,0,"3,893",0
14,4098.0,VIVEK,BENGALI,DAILY(M),AGARTALA,"272,533","1,396,529","350,108"
15,4099.0,ABHIMAT ASIA,HINDI,WEEKLY,AGRA,0,"10,348",0
16,4100.0,AGRA BHARAT,HINDI,DAILY(M),AGRA,"544,041","1,275,629","497,430"
17,4101.0,AJ,HINDI,DAILY(M),AGRA,"1,041,522","1,145,083","437,039"
18,4102.0,AMAR BHARTI,HINDI,DAILY(M),AGRA,"858,702","2,248,984","691,376"
19,4103.0,AMAR UJALA,HINDI,DAILY(M),AGRA,"14,499,058","10,248,995","4,275,542"
20,4104.0,APNI TANZEEM,URDU,DAILY EXCEPTSUNDAY,AGRA,0,"95,904","22,525"
21,4105.0,BACHAIN DIL,HINDI,WEEKLY,AGRA,0,"10,348","6,467"
22,4106.0,BHU CHINTAK,HINDI,DAILY(M),AGRA,"14,412","20,783","6,143"
23,4107.0,DAINIK JAGRAN,HINDI,DAILY(M),AGRA,"7,033,145","4,751,344","1,898,332"
24,4108.0,DAINIK SAVERA,HINDI,DAILY(M),AGRA,"156,019",0,0
25,4109.0,DATA SANDESH,HINDI,DAILY(M),AGRA,"399,744","657,798","121,745"
26,4110.0,DEEP SHEEL BHARAT,HINDI,WEEKLY,AGRA,0,"10,348","6,467"
27,4111.0,DEEPSHEEL BHARAT,HINDI,DAILY(M),AGRA,"4,912","20,783","6,143"
28,4112.0,DESH-RATNA,HINDI,DAILY(M),AGRA,0,"4,541","4,541"
29,4113.0,DIXIT TIMES,HINDI,WEEKLY,AGRA,0,"7,789",0
30,4114.0,DLA,HINDI,DAILY(M),AGRA,"7,823,507","8,574,263","2,350,083"
31,4115.0,GARVITA TIMES,HINDI,DAILY(E),AGRA,0,"11,801",0
32,4116.0,GARVITA TIMES,HINDI,WEEKLY,AGRA,0,"7,789",0
33,4117.0,HINDUSTAN,HINDI,DAILY(M),AGRA,"3,456,571","2,949,165","964,370"
34,4118.0,I NEXT,ENGLISH,DAILY(M),AGRA,0,"2,990",0
35,4119.0,INKISHAF,URDU,DAILY(M),AGRA,0,"86,831","62,407"
36,4120.0,JAN PRAVACHAK,HINDI,DAILY(E),AGRA,0,"6,143","6,143"
37,4121.0,KHABARYAAR,HINDI,WEEKLY,AGRA,0,"6,496","6,467"
38,4122.0,NISHA NARESH,HINDI,DAILY(M),AGRA,"155,457","380,945","9,413"
39,4123.0,NYAYA DRASHTI,HINDI,WEEKLY,AGRA,0,"6,496",0
40,4124.0,PRATIYOGI BHARAT,HINDI,DAILY(M),AGRA,0,"23,673","6,143"
41,4125.0,PRATIYOGI UPVAN,HINDI,WEEKLY,AGRA,0,"7,786","4,865"
42,4126.0,QAUMI RAFTAR,URDU,DAILY(M),AGRA,"15,652","93,127","28,740"
43,4127.0,RAJDEEP SANDESH,URDU,DAILY(E),AGRA,"26,488","15,967","12,527"
44,4128.0,RAJDEEP SANDESH,HINDI,WEEKLY,AGRA,0,"7,789",0
45,4129.0,RAMANAJAN SANDESH,HINDI,WEEKLY,AGRA,0,"10,348","6,467"
46,4130.0,RAMANJAN SANDESH,URDU,DAILY(E),AGRA,"13,982","15,360","13,801"
47,4131.0,SACH KA UJALA,HINDI,DAILY(E),AGRA,0,"9,728",0
48,4132.0,SAMAY BHASKAR,HINDI,DAILY(M),AGRA,"103,952","38,121","6,143"
49,4133.0,SAMAY SANKET,HINDI,DAILY(E),AGRA,0,"15,360","4,541"
50,4134.0,SAMAY SANTET,HINDI,WEEKLY,AGRA,0,"10,348","6,467"
51,4135.0,SANDHYA PAHAL,HINDI,DAILY(E),AGRA,0,"267,083","106,566"
52,4136.0,SULAHAKUL,HINDI,DAILY(E),AGRA,0,0,"4,541"
53,4137.0,SWADESH,HINDI,DAILY(M),AGRA,"335,855","823,929","391,847"
54,4138.0,SWARAJYA TIMES,HINDI,DAILY(M),AGRA,"190,643","183,476","21,816"
55,4139.0,TASVIRE BHARAT,HINDI,DAILY(M),AGRA,"258,056","88,873",0
56,4140.0,UJALA,HINDI,DAILY(M),AGRA,"73,660","30,825","6,143"
57,4141.0,YUVAK,HINDI,MONTHLY,AGRA,0,"8,572","8,579"
58,4142.0,CHARITRA VIKAS,HINDI,WEEKLY,AKBARPUR,0,"6,496","6,467"
59,4143.0,AALMIJUNG,URDU,DAILY(M),ALIGARH,0,0,"7,212"
60,4144.0,ALIGARH GAURAV,HINDI,WEEKLY,ALIGARH,0,"10,348","4,865"
61,4145.0,AMAR PRAKASH,HINDI,WEEKLY,ALIGARH,0,"6,496","6,467"
62,4146.0,AMAR UJALA,HINDI,DAILY(M),ALIGARH,"2,828,786","1,797,841","603,771"
63,4147.0,AVADHNAMA,URDU,DAILY(M),ALIGARH,"113,508","299,011","34,706"
64,4148.0,DAINIK JAGRAN (AGRA),HINDI,DAILY(M),ALIGARH,"2,277,790","1,854,221","722,746"
0,4150.0,HARIGARH KI AWAZ,HINDI,WEEKLY,ALIGARH,0,"10,348","6,467"
1,4151.0,HINDUSTAN - ALIGARH,HINDI,DAILY(M),ALIGARH,"1,482,696","1,073,932","412,431"
2,4152.0,PRAVDA,HINDI,DAILY(M),ALIGARH,"323,708","907,085","267,292"
3,4153.0,RAJ PATH,HINDI,DAILY(M),ALIGARH,"660,757","1,156,133","317,867"
4,4154.0,ROZNAMA AWAMI AZADI,URDU,DAILY(M),ALIGARH,"53,203",0,0
5,4155.0,SAHAR AZAD,URDU,DAILY(M),ALIGARH,"165,134","211,125","22,284"
6,4156.0,SANDHYA PAHAL,HINDI,DAILY(E),ALIGARH,0,"343,543","89,289"
7,4157.0,SHAHIDI DARIYA,HINDI,DAILY(M),ALIGARH,"377,653","61,147","33,864"
8,4158.0,AAINA-E-MULK,URDU,WEEKLY,ALLAHABAD,0,"10,348","6,467"
9,4159.0,ABHINAV BHARAT SANDESH,HINDI,DAILY(M),ALLAHABAD,"15,402","54,137","6,143"
10,4160.0,AJ,HINDI,DAILY(M),ALLAHABAD,"1,399,638","1,555,887","685,808"
11,4161.0,AL-MOMIN,URDU,DAILY(M),ALLAHABAD,0,"71,609","112,407"
12,4162.0,ALLAHABAD EXPRESS,HINDI,WEEKLY,ALLAHABAD,0,"6,496",0
13,4163.0,ALLAHABAD EXPRESS,HINDI,DAILY(M),ALLAHABAD,"213,062","745,455","288,088"
14,4164.0,ALLAHABAD UJALA,HINDI,DAILY(M),ALLAHABAD,"111,690","449,421","59,361"
15,4165.0,AMAR UJALA,HINDI,DAILY(M),ALLAHABAD,"7,172,655","5,958,828","2,264,313"
16,4166.0,AMRIT KALSH TIMES,HINDI,DAILY(M),ALLAHABAD,"110,473","34,330","6,143"
17,4167.0,AMRIT PRABHAT,HINDI,DAILY(M),ALLAHABAD,"381,921","319,756","9,413"
18,4168.0,ANTRASHTRIYA SHROTASAMACHAR,HINDI,FORTNIGHTLY,ALLAHABAD,0,0,"6,467"
19,4169.0,ASBABE HINDUSTAN,HINDI,WEEKLY,ALLAHABAD,0,"6,496","6,467"
20,4170.0,B.R.TIMES,HINDI,WEEKLY,ALLAHABAD,0,"10,348","6,467"
21,4171.0,BAHUJAN VICHAR,HINDI,WEEKLY,ALLAHABAD,0,0,"6,467"
22,4172.0,BHARAT SAMVAD,HINDI,DAILY(M),ALLAHABAD,"368,449","445,164","98,191"
23,4173.0,BULAND DUSTAK,HINDI,DAILY(M),ALLAHABAD,"747,769","463,579","101,768"
24,4174.0,CHETNA VICHARDHARA,HINDI,DAILY(M),ALLAHABAD,"193,141","433,233","164,925"
25,4175.0,DAILY NEWS ACTIVIST,HINDI,DAILY(M),ALLAHABAD,"532,431","26,282",0
26,4176.0,DAINIK JAGRAN,HINDI,DAILY(M),ALLAHABAD,"5,331,488","3,886,809","1,884,445"
