SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,2017-2018,2018-2019,2019-2020
5855.0,NITYA SUBHA,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
5856.0,PRADHAN TIMES,HINDI,DAILY(M),SAHARANPUR,"44,672",0,0
5857.0,PREM VAANI,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
5858.0,SAHARANPUR BULLETIN,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
5859.0,SAMAJ KI KALAM,HINDI,WEEKLY,SAHARANPUR,0,"7,786","6,467"
5860.0,SAMAJIK AKROSH,HINDI,FORTNIGHTLY,SAHARANPUR,0,"5,616",0
5861.0,SAMRA NEWS,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
5862.0,SAROHA BULLETIN,HINDI,DAILY(M),SAHARANPUR,"372,261","408,507","17,165"
5863.0,SHAKTI PUSHP,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
5864.0,THE HAWK,ENGLISH,DAILY(M),SAHARANPUR,"384,201","281,299","115,904"
5865.0,VISHWA MANAV,HINDI,DAILY(M),SAHARANPUR,"443,369","1,609,907","508,153"
5866.0,DEEDAR E MULK,URDU,DAILY(M),SANT KABIR NAGAR,0,"110,584","18,670"
5867.0,GAON GIRAW,HINDI,DAILY(M),SANT RAVIDASNAGAR,"19,050","20,783","3,183"
5868.0,YUG PRAVARTAK TIMES,HINDI,DAILY(M),SANT RAVIDAS NGAR,"118,876","19,181","4,541"
5869.0,SAMDARSHI,HINDI,DAILY(M),SANTKABIR NAGAR,"31,342","78,832","12,166"
5870.0,BUDAUN AMAR PRABHAT,HINDI,DAILY(M),SHAHJAHANPUR,"98,632","234,089","4,541"
5871.0,KANOON KE SAUDAGAR,HINDI,WEEKLY,SHAHJAHANPUR,0,"7,789",0
5872.0,PIHANI TIMES,URDU,DAILY(M),SHAHJAHANPUR,0,0,"13,801"
5873.0,SANCHAR PRAKASH,URDU,DAILY(M),SHAHJAHANPUR,"355,088","486,022","44,332"
5874.0,SANDAULI TIMES,HINDI,DAILY(M),SHAHJAHANPUR,0,"12,166","43,033"
5875.0,SHAHI DAUR,HINDI,WEEKLY,SHAHJAHANPUR,0,"7,786","4,865"
5876.0,SHEKHAR TIMES,HINDI,DAILY(M),SHAHJAHANPUR,"149,020","268,185","28,326"
5877.0,APAAR BHARAT SHAKTI,URDU,DAILY(M),SHAMLI,"62,930","50,175","24,813"
5878.0,APAR BHARAT SHAKTI,HINDI,WEEKLY,SHAMLI,0,"7,786","4,865"
5879.0,APAR BHARAT SHAKTI,HINDI,FORTNIGHTLY,SHAMLI,0,"7,786","4,865"
5880.0,HARIT SHAKTI,HINDI,DAILY(M),SHAMLI,"76,461","143,778","9,757"
5881.0,KHOJI SAMRAT,HINDI,WEEKLY,SHAMLI,0,"7,786","4,865"
5882.0,NAVCHETAN SATYABHASH,HINDI,DAILY(M),SHAMLI,"6,422","36,194","25,319"
5883.0,PURAB PASCHIM JYOTI,HINDI,DAILY(M),SHAMLI,"24,091","253,089","62,667"
5884.0,BHINGA TIMES,HINDI,DAILY(M),SHRABASTI,"29,475","151,727","37,010"
5885.0,SARKAR KI UPALABDHIYA,HINDI,WEEKLY,SHRABASTI,0,"7,786","4,865"
5886.0,BUDHA KA SANDESH,HINDI,WEEKLY,SIDDHARTH NAGAR,0,"11,726","6,467"
5887.0,CITY KI AAWAZ,HINDI,WEEKLY,SIDDHARTH NAGAR,0,"7,786","8,120"
5888.0,GORAKHPUR KESARI,HINDI,DAILY(M),SIDDHARTH NAGAR,"2,890","19,456","13,723"
5889.0,GORAKHPUR MAIL,HINDI,DAILY(M),SIDDHARTH NAGAR,0,0,"4,541"
5890.0,PAIGAM E SIDDHARTH,URDU,DAILY(M),SIDDHARTH NAGAR,0,"20,687","24,693"
5891.0,QAUMI RAFTAR,URDU,DAILY(M),SIDDHARTH NAGAR,"84,702","99,165","41,071"
5892.0,SATYANSH TIMES,HINDI,WEEKLY,SIDDHARTH NAGAR,0,"7,786","6,467"
5893.0,ABHAY VICHAR,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
5894.0,ANMOL GHARI,URDU,DAILY(M),SITAPUR,"125,302","97,791","18,670"
5895.0,BARKAT NAMA,URDU,DAILY(M),SITAPUR,0,0,"6,143"
5897.0,DADHICHI,HINDI,WEEKLY,SITAPUR,0,"6,496",0
5898.0,DESH KI ROSHANI,HINDI,DAILY(E),SITAPUR,0,"41,904","17,198"
5899.0,DILARAM,HINDI,DAILY(M),SITAPUR,0,0,"4,541"
5900.0,HAMARI URDU JABAN,URDU,DAILY(M),SITAPUR,"12,350","20,783","18,670"
5901.0,HAMARI URDU JABAN,URDU,WEEKLY,SITAPUR,0,"7,786","4,865"
5902.0,NAIMISH KRANTI,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
5903.0,PANCH PATH,URDU,DAILY(M),SITAPUR,0,"11,055","18,670"
5904.0,PRATIPAL SANVAD,HINDI,DAILY(E),SITAPUR,"12,350","19,181","4,541"
5905.0,ROSHAN LEHARI,URDU,DAILY(M),SITAPUR,0,"6,143","27,403"
5906.0,SITAPUR KI ROSHNI,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
5907.0,SUMAN SARITA TIMES,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
5908.0,VYAS BHARATI,HINDI,DAILY(M),SITAPUR,"18,920","20,783","7,212"
5909.0,ZAMIRE AWADH ZADID,URDU,DAILY(M),SITAPUR,0,0,"22,284"
5910.0,SURAT SHABD ABHYAS,HINDI,WEEKLY,SIYANA,0,"10,348",0
5911.0,VISHAL VISHVA MANAV,HINDI,WEEKLY,SIYANA,0,"10,348","4,865"
5912.0,VISHAL VISHVA MANAV,HINDI,DAILY(E),SIYANA,"242,915","145,919","15,592"
5913.0,GAON GIRAW,HINDI,DAILY(M),SONBHADRA,"62,686","30,716","6,143"
5914.0,KOOT CHAKRA,HINDI,WEEKLY,SONBHADRA,0,"3,893","4,865"
5915.0,SAPTRATAN,HINDI,DAILY(M),SONBHADRA,"439,157","254,150","82,116"
5916.0,ACTION VICHAR,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
5917.0,ADARSH JYOTI,HINDI,DAILY(M),SULTANPUR,"275,341","300,554","13,356"
5918.0,ANUDIN KESRI,HINDI,WEEKLY,SULTANPUR,0,"10,348","4,865"
5919.0,APAARDARSHI,HINDI,DAILY(M),SULTANPUR,"498,391","606,111","95,943"
5920.0,BUSINESS MIRROR,URDU,DAILY(M),SULTANPUR,"436,811","502,411","42,279"
5921.0,DALIT DAHAD,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
5922.0,JAWAB HUM DENGE,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
5923.0,KAUMI MANZIL,URDU,DAILY(M),SULTANPUR,"136,188","339,831","93,877"
5924.0,KUSHBHAVANPUR SANDESH,HINDI,WEEKLY,SULTANPUR,0,"10,348","4,865"
5925.0,KUSHWANI,HINDI,WEEKLY,SULTANPUR,"11,373","7,786","4,865"
5926.0,LOHIA KRANTI,HINDI,DAILY(M),SULTANPUR,0,"78,223","17,198"
5927.0,NAI RITI,HINDI,WEEKLY,SULTANPUR,"7,710","7,786","4,865"
5928.0,NEW GEETANJALI TIMES,HINDI,DAILY(M),SULTANPUR,0,"17,255","4,541"
5929.0,SAMACHAR SAGAR,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
5930.0,SHAMA TIMES,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
5931.0,SHIPRO NEWS TIMES,HINDI,WEEKLY,SULTANPUR,0,0,"6,467"
5932.0,SULTANPUR KIRAN,HINDI,DAILY(M),SULTANPUR,"231,974","42,191","8,993"
5933.0,AWAZ E AWADH,URDU,DAILY(M),UNNAO,"126,465","137,868","34,330"
5934.0,BHARAT VANDAN,HINDI,WEEKLY,UNNAO,0,"10,348","6,467"
5935.0,KHAKSAR-E-MILLAT,URDU,WEEKLY,UNNAO,0,"7,786","6,467"
5936.0,LOK SHAISHIK TIMES,HINDI,WEEKLY,UNNAO,0,"10,348","6,467"
5937.0,NIDAMAT,HINDI,WEEKLY,UNNAO,0,"7,789",0
5938.0,RANASTHALI,HINDI,DAILY(M),UNNAO,"14,502","23,673","6,143"
5939.0,SAHET MAHET,HINDI,DAILY(M),UNNAO,"37,825","31,451","26,356"
5940.0,SAHKARI DARSHAN,HINDI,WEEKLY,UNNAO,0,"10,348","4,865"
5941.0,SHAMS EXPRESS,URDU,WEEKLY,UNNAO,0,"6,496",0
5942.0,SOOCHNA SANSAR,HINDI,DAILY(M),UNNAO,"34,570","211,001","110,796"
5943.0,THE WATER OF INDIA,HINDI,WEEKLY,UNNAO,0,"7,786","4,865"
5944.0,UNNAO TIMES,HINDI,DAILY(M),UNNAO,0,0,"6,143"
5945.0,VICHAR SUCHAK,HINDI,DAILY(M),UNNAO,"411,641","566,503","28,240"
5946.0,VRITTANT,HINDI,DAILY(M),UNNAO,"8,170","403,804","119,540"
5947.0,AJ,HINDI,DAILY(M),VARANASI,"20,840,766","12,926,553","4,590,231"
5948.0,AMAR UJALA,HINDI,DAILY(M),VARANASI,"16,000,039","10,544,064","2,855,070"
5949.0,AWAZ-E-MULK,URDU,DAILY(M),VARANASI,"224,884","500,353","231,030"
5950.0,BHARAT EKTA TIMES,HINDI,DAILY(M),VARANASI,"557,414","396,345","125,000"
5951.0,CHETNA VICHARDHARA,HINDI,DAILY(M),VARANASI,"767,853","558,103","301,535"
5952.0,CLOWN TIMES,HINDI,MONTHLY,VARANASI,"6,866","12,506",0
5953.0,DAINIK JAGRAN,HINDI,DAILY(M),VARANASI,"20,465,045","21,477,645","6,788,363"
5954.0,EK SANDESH,HINDI,DAILY(M),VARANASI,"389,620","530,214","95,415"
5955.0,GANDIVA,HINDI,DAILY(E),VARANASI,"1,376,308","1,193,355","393,081"
5956.0,GYANSHIKHA TIMES,HINDI,DAILY(M),VARANASI,"178,505","172,026","43,005"
5957.0,HALAT-E-WATAN,URDU,DAILY(M),VARANASI,"317,052","109,255","37,851"
5958.0,HINDUSTAN,HINDI,DAILY(M),VARANASI,"6,427,801","5,619,405","2,937,717"
5959.0,I NEXT,ENGLISH,DAILY(M),VARANASI,"21,082","88,475",0
5960.0,JAGRUK EXPRESS,HINDI,DAILY(M),VARANASI,"378,850","208,484","37,559"
5961.0,JAN SANDESH TIMES,HINDI,DAILY(M),VARANASI,"164,683","51,406","56,700"
5962.0,JANMUKH,HINDI,DAILY(E),VARANASI,0,"6,143","9,757"
5964.0,JANVARTA,HINDI,DAILY(M),VARANASI,"445,697","663,657","198,264"
5965.0,KAL BHAIRO DARPAN,HINDI,WEEKLY,VARANASI,0,"7,786","4,865"
5966.0,KALBHAIRO,HINDI,DAILY(M),VARANASI,0,0,"9,757"
5967.0,KASHI VARTA,HINDI,DAILY(E),VARANASI,"513,200","775,505","255,351"
5968.0,KAUTILYA KI BHARAT,HINDI,DAILY(M),VARANASI,0,0,"9,757"
5969.0,MANYAWAR,HINDI,DAILY(E),VARANASI,"116,274","179,938","61,669"
5970.0,NISHPAKSH BHARAT DOOT,HINDI,DAILY(E),VARANASI,"269,659","461,321","70,168"
5971.0,NISHPAKSH SAMACHAR JYOTI,HINDI,DAILY(M),VARANASI,"351,836","198,735","20,846"
5972.0,QAUMI MORCHA,URDU,DAILY(E),VARANASI,"58,008","20,783","22,284"
5973.0,RASHTRIYA SAHARA,HINDI,DAILY(M),VARANASI,"278,673","1,477,055","303,178"
5974.0,SAMACHAR TIMES,HINDI,WEEKLY,VARANASI,0,"6,496",0
5975.0,SANMARG,HINDI,DAILY(E),VARANASI,0,"210,787","84,312"
5976.0,SPEAK THE WORLD,HINDI,WEEKLY,VARANASI,0,"10,348","4,865"
5977.0,SWATANTRA CHETNA,HINDI,DAILY(M),VARANASI,"663,088","661,509","401,318"
5978.0,U.P.KA.SACH,URDU,DAILY(M),VARANASI,0,"12,422","22,284"
5979.0,WARIS-E-AWADH,URDU,DAILY(M),VARANASI,"759,107","1,156,057","83,256"
5980.0,BRAJ LOK SAMPADA,HINDI,MONTHLY,VRINDABAN,0,"10,422",0
5981.0,DEHRADUN TIMES,HINDI,DAILY(E),ALMORA,0,"9,413","54,102"
5982.0,PRADHAN TIMES,HINDI,DAILY(M),ALMORA,"460,487","1,185,273","354,255"
5983.0,DEHAKTA LAVA,HINDI,FORTNIGHTLY,BAZPUR,0,"7,786","6,467"
5984.0,PARVAT SHANTI,HINDI,WEEKLY,BAZPUR,0,"3,893","4,865"
5985.0,SATYA KA DEVTA,HINDI,FORTNIGHTLY,BAZPUR,0,"10,348","8,120"
5986.0,SATYA KA PUJARI,HINDI,WEEKLY,BAZPUR,0,"6,496",0
5987.0,SHER- E- TARAI,HINDI,FORTNIGHTLY,BAZPUR,0,"10,348","9,235"
5988.0,TIMES OF UTTRANCHAL,HINDI,WEEKLY,BAZPUR,0,"6,496","6,467"
5989.0,SURKANDA SAMACHAR,HINDI,WEEKLY,CHAMBA(T.GARHWAL),0,"7,786","4,865"
5990.0,AAGAZ,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
5991.0,AAJ KI MANAVTA,HINDI,WEEKLY,DEHRADUN,0,0,"4,865"
5992.0,AAM RAI,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
5993.0,AAYUSH MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
5994.0,ABHIPRERANA,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616",0
5995.0,ABHIYAN TIMES,HINDI,DAILY(M),DEHRADUN,"3,417","15,360",0
5996.0,ACTION INDIA,HINDI,DAILY(M),DEHRADUN,"471,191","276,737","22,368"
5997.0,ADITION,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
5998.0,ADITYA BULLETIN,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
5999.0,AFTAB E WATAN,URDU,DAILY(M),DEHRADUN,0,"142,553","38,370"
6000.0,AJNABI DUNIYA,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6001.0,AKELA RAHI,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6002.0,AKSHAR UJALA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6003.0,ALAKNANDA SAMACHAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6004.0,AMAR HINDUSTAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6005.0,AMAR RASTRA,HINDI,MONTHLY,DEHRADUN,0,"8,302","5,189"
6006.0,AMAR UJALA,HINDI,DAILY(M),DEHRADUN,"24,426,968","19,796,602","8,786,153"
6007.0,ANANT AWAZ,HINDI,MONTHLY,DEHRADUN,0,0,"5,225"
6008.0,ANANT KRANTI,HINDI,MONTHLY,DEHRADUN,0,"11,492","7,184"
6009.0,ANJWAL,GARHWALI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6010.0,ANKITA DARPAN,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
6011.0,APANI APANI RAHAIN,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
6012.0,APAR BHARAT SHAKTI,HINDI,FORTNIGHTLY,DEHRADUN,0,"7,786","4,865"
6013.0,APNA NAZARIYA,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
6014.0,APNA UTTARAKHAND,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6015.0,ARCHANA DARPAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6016.0,ARIHANT EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"5,616","6,467"
6017.0,ARIHANT EXPRESS,HINDI,FORTNIGHTLY,DEHRADUN,0,"10,348",0
6018.0,ARIHANT SAMACHAR,HINDI,WEEKLY,DEHRADUN,0,"29,472","9,837"
6019.0,ARYAN EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6020.0,ASPAST BHARAT,HINDI,WEEKLY,DEHRADUN,0,"11,492","6,467"
6021.0,ATAL RAHE HIMALAYA,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
6022.0,ATIKANT,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
6023.0,ATULYA BHARAT,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6024.0,AYUSHI EXPRESS,HINDI,FORTNIGHTLY,DEHRADUN,0,"7,786","4,865"
6025.0,BADALTI AWAZ,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
6026.0,BADLAV KI LEHAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6027.0,BADRI KAILASH DARPAN,HINDI,WEEKLY,DEHRADUN,0,0,"3,507"
6029.0,BARAN RATNA,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
6030.0,BHADAS FOR INDIA,HINDI,WEEKLY,DEHRADUN,0,"5,174",0
6031.0,BHAKTI DARPAN,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6032.0,BHARAT NAMAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6033.0,BHARAT RATAN KESRI,HINDI,WEEKLY,DEHRADUN,0,"7,786","6,467"
6034.0,BHARATIYA SWAROOP,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6035.0,BHARTIYA NIRDESH,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6036.0,BHILANGANA EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6037.0,BRAHAM KAMAL,HINDI,MONTHLY,DEHRADUN,0,"13,791","9,489"
6038.0,BREAKING NEWS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6039.0,BUSINESS AND TENDERCLASSIFIED,ENGLISH,WEEKLY,DEHRADUN,0,"7,786","4,865"
6040.0,CHAK DE BHARAT,HINDI,MONTHLY,DEHRADUN,0,"15,178","9,489"
6041.0,CHAK DE BHARAT,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6042.0,CHAMAKTA HIMALAYA,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
6043.0,CHAMOLI TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
6044.0,CHARITRA AUR CHINTAN,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
6045.0,CHARITRA SAMACHAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6046.0,CHOORAMANI SANDESH,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6047.0,CHUNAVI BIGUL,HINDI,WEEKLY,DEHRADUN,0,"5,174","6,467"
6048.0,CRIME AFFAIRS,HINDI,DAILY(E),DEHRADUN,0,"25,599","6,143"
6049.0,CRIME AND CARE,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6050.0,CRIME STATE,HINDI,FORTNIGHTLY,DEHRADUN,0,"10,348",0
6051.0,CRIME STORY,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
6052.0,CRIME STORY,HINDI,DAILY(E),DEHRADUN,0,"25,599","6,143"
6053.0,DAHKATE SWAR,HINDI,WEEKLY,DEHRADUN,0,"7,789",0
6054.0,DAINIK JAGRAN,HINDI,DAILY(M),DEHRADUN,"10,306,668","7,560,253","3,943,720"
6055.0,DAMAN KA PRATIKAR,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6056.0,DARPAN DARBAR,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6057.0,DAVALGARH EXPRESS,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616","4,865"
6058.0,DEEP PRAWAKTA,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6059.0,DEEP SAVERA,HINDI,WEEKLY,DEHRADUN,0,"6,496","6,467"
6060.0,DEHRADUN KI CHINGARI,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6061.0,DEHRADUN KI SHAAN,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6062.0,DEHRADUN TIMES,HINDI,DAILY(E),DEHRADUN,0,"9,413","18,272"
6063.0,DEHSHAT KA DUSHMAN,HINDI,MONTHLY,DEHRADUN,0,"8,302","5,189"
6064.0,DESH DULARA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6065.0,DESH DULARA,HINDI,DAILY(M),DEHRADUN,"4,623",0,0
6066.0,DESH KE RAHI,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616","4,865"
6067.0,DESH PRADESH DRISHITI,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6068.0,DEV BHOOMI DARSHAK,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6069.0,DEV WANI,HINDI,WEEKLY,DEHRADUN,0,"2,808","3,507"
6070.0,DEVANCHAL TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
6071.0,DEVBHOOMI EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6072.0,DEVBHOOMI GAURAV,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6073.0,DEVBHOOMI NAMAN,HINDI,FORTNIGHTLY,DEHRADUN,0,"7,786","4,865"
6074.0,DEVBHOOMI VEERBHOOMIUTTARAKHAND,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6075.0,DEVPATH,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6076.0,DEVPATH,HINDI,DAILY(E),DEHRADUN,0,"20,521","6,143"
6077.0,DHARA TUJH SE CHHOTI HAI,HINDI,MONTHLY,DEHRADUN,0,"7,295","7,184"
6078.0,DHARA-PUKARTE,HINDI,WEEKLY,DEHRADUN,0,"5,616",0
6079.0,DHARM PARAYAN,HINDI,MONTHLY,DEHRADUN,0,"6,755",0
6080.0,DIARY DOON KI,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
6081.0,DIVINE STORY,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
6082.0,DIVINE STORY,ENGLISH,WEEKLY,DEHRADUN,0,"3,893",0
6083.0,DIVYA  PRABHAT,HINDI,WEEKLY,DEHRADUN,0,"6,496","6,467"
6084.0,DIVYA HIMGIRI,HINDI,WEEKLY,DEHRADUN,0,0,"8,255"
6085.0,DIVYA UTTARANCHAL,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
6086.0,DIVYANSHI NEWS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6087.0,DOON ABHYUDAY,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6088.0,DOON AKSH,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
6089.0,DOON BULETIN,HINDI,WEEKLY,DEHRADUN,0,"10,348","4,865"
6090.0,DOON DARPAN,HINDI,DAILY(M),DEHRADUN,"27,589","73,278",0
6091.0,DOON DARSHAN,HINDI,WEEKLY,DEHRADUN,0,0,"3,507"
6092.0,DOON DEHRA,HINDI,WEEKLY,DEHRADUN,0,0,"12,807"
6094.0,DOON DWAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6095.0,DOON EAGLE,ENGLISH,WEEKLY,DEHRADUN,0,"7,786","6,467"
6096.0,DOON GHATI KI AWAAZ,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6097.0,DOON JAGRITI,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6098.0,DOON KA HRIDAY,HINDI,WEEKLY,DEHRADUN,0,"5,616","4,865"
6099.0,DOON MUSSOORIE TIMES,HINDI,WEEKLY,DEHRADUN,0,"10,348","8,120"
6100.0,DOON PARVAT,HINDI,WEEKLY,DEHRADUN,0,0,"6,467"
6101.0,DOON PRAHARI,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6102.0,DOON VALLEY MAIL,HINDI,DAILY(E),DEHRADUN,0,"26,260","3,183"
6103.0,DOON VICHAR,HINDI,WEEKLY,DEHRADUN,0,"2,808","3,507"
6104.0,DOON VIEW,HINDI,WEEKLY,DEHRADUN,0,"2,808","4,865"
6105.0,DOON ZEROGRAPHICS TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6106.0,DOONVANI,HINDI,WEEKLY,DEHRADUN,0,"10,348",0
6107.0,DRISHTI ME HI SRISHTI,HINDI,MONTHLY,DEHRADUN,0,"6,132","3,834"
6108.0,DRISHTI ME HI SRISHTI,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6109.0,DRONA EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6110.0,DRONA PURI,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6111.0,DUN GADAR PARTY,HINDI,WEEKLY,DEHRADUN,0,"10,348","4,865"
6112.0,DUN KI MEHAK,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6113.0,DUNIYA TIMES,HINDI,WEEKLY,DEHRADUN,0,"5,616",0
6114.0,EES SADI KI AWAAZ,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6115.0,EK NAI SHURUVAT,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6116.0,ELAN -E- VATAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6117.0,FORTH STEPS,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6118.0,GAGAN SAVERA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6119.0,GAGRI,HINDI,MONTHLY,DEHRADUN,0,"5,211","13,029"
6120.0,GAGRI DOON KI,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616","3,507"
6121.0,GAIRSAIN MAIL,HINDI,WEEKLY,DEHRADUN,0,0,"6,467"
6122.0,GANDIV EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6123.0,GARH DARSHAN MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6124.0,GARH KUMAUN,HINDI,WEEKLY,DEHRADUN,0,"5,616","4,865"
6125.0,GARH RATAN MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6126.0,GARH UTTHAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6127.0,GARHMAUN MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6128.0,GARHWAL DARSHAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6129.0,GARHWAL EKTA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6130.0,GARHWAL KA VIKAS,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6131.0,GARHWAL KI GOONJ,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
6132.0,GARHWAL KI MATTI,HINDI,DAILY(M),DEHRADUN,"393,929","712,124","256,316"
6133.0,GARHWAL KI PUKAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6134.0,GARHWAL POST,ENGLISH,DAILY(M),DEHRADUN,"260,929","13,923","8,815"
6135.0,GARHWAL SPORTS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6136.0,GARHWAL TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6137.0,GARHWALE DHAYE,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6138.0,GARV HIMALAYA,HINDI,WEEKLY,DEHRADUN,0,0,"4,865"
6139.0,GAU PRASAD,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6140.0,GHAR KI KHABAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
6141.0,GHATI KA BHARAT,HINDI,WEEKLY,DEHRADUN,0,0,"4,865"
6142.0,GHATI KE GARAJTE SWAR,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
